1.36,1.63,-36.37,92.4
-0.4,2.4,56.32,16.52
0.8,1.48,24.1,103.43
-0.25,1.69,90.5,33.25
0.85,2.02,3.77,79.36
1.5,2.39,-34.22,48.36
-0.44,0.77,129.84,-18.81
-0.49,0.17,128.09,-57.77
0.51,0.8,89.24,95.12
0.73,0.51,81.95,109.37
0.65,4.21,76.55,-2.36
1.59,3.24,4.8,31.36
-0.17,3.61,32.19,-30.72
0.15,0.71,120.92,54.53
0.44,2.37,25.8,54.54
-0.68,3.17,23.14,-20.72
-0.67,4.34,19.91,-81.13
0.57,3.09,24.63,19.16
1.41,3.98,48.25,42.04
0.7,3.27,28.59,14.88
0.72,0.67,74.55,110.81
1.09,1.23,2.32,116.52
-0.05,4.52,72.69,-57.69
0.03,2.88,32.43,15.2
1.21,4.72,81.96,61.44
0.93,5.64,104.17,84.5
-0.72,4.79,31.7,-100.74
-0.42,5.67,106.69,-82.31
0.95,4.49,86.6,28.88
-0.35,2.45,53.02,17.99
0.85,4.86,102.97,34.78
-0.12,3.38,30.77,-16.79
1.47,1.04,-35.74,118.04
-0.31,4.61,59.86,-76.62
0.78,4.61,95.62,17.63
-0.32,6.07,129.0,-55.01
0.88,1.52,14.24,103.43
-0.36,0.97,125.57,1.21
-0.46,4.1,28.75,-64.47
1.35,5.39,68.19,108.17
1.1,5.92,79.74,113.6
1.53,6.15,13.03,140.1
0.66,5.1,115.58,25.25
-0.31,4.93,76.83,-81.0
-0.24,4.64,66.63,-72.78
-0.72,3.98,10.04,-63.2
1.31,4.65,74.33,65.62
0.58,3.98,63.59,-7.23
0.0,6.15,140.51,-7.3
1.19,2.33,-19.15,59.52
0.51,5.55,128.69,29.81
0.7,2.76,13.54,38.18
-0.71,2.21,69.11,-1.2
-0.75,2.36,60.77,-3.66
1.71,3.72,24.23,43.73
0.13,5.48,128.28,-23.14
-0.67,0.32,119.07,-72.26
0.71,2.4,10.25,57.8
0.81,3.28,27.23,17.6
-0.71,3.28,18.96,-26.3
0.39,0.87,96.36,85.06
-0.77,3.5,11.33,-37.86
1.61,0.09,-10.46,140.48
0.87,5.86,105.06,89.5
1.41,0.57,-8.11,135.35
0.51,1.54,49.7,90.79
-0.69,1.74,93.69,-7.03
0.88,0.27,77.26,116.49
-0.77,3.11,23.48,-20.35
-0.46,4.87,60.68,-90.68
0.88,0.27,77.26,116.49
1.28,6.04,52.65,129.73
0.8,3.24,25.66,18.66
-0.12,1.41,100.62,42.55
0.91,4.05,66.26,14.57
0.19,2.82,29.93,23.46
1.0,1.07,20.14,120.65
1.0,3.77,49.63,17.46
1.24,5.2,82.26,89.93
0.81,1.14,38.94,113.38
0.64,2.53,14.0,49.8
0.96,0.07,77.64,117.6
-0.54,3.05,29.37,-11.74
1.07,0.7,30.41,129.35
0.56,4.41,86.88,-7.5
0.8,0.36,81.88,112.12
1.01,3.08,13.68,28.14
0.51,3.09,25.73,17.64
0.91,0.6,56.12,122.8
0.26,2.67,29.34,33.66
1.59,1.64,-56.44,81.13
-0.44,0.43,132.81,-37.18
0.53,5.66,128.96,38.36
1.4,2.79,-12.83,37.08
1.73,0.63,-52.67,123.66
1.42,5.38,60.74,112.2
-0.66,0.12,115.11,-81.01
0.66,5.37,121.19,38.95
0.5,4.31,80.83,-13.51
-0.62,2.97,31.34,-10.84
1.0,2.7,-0.18,43.23
1.6,4.31,48.7,65.91
-0.46,4.02,26.8,-60.53
-0.28,1.52,100.51,28.25
-0.11,1.69,84.97,45.56
1.07,1.9,-12.9,84.83
1.24,6.21,49.55,131.91
0.42,4.32,80.04,-19.91
0.16,4.88,102.6,-38.37
0.83,3.25,25.53,19.1
1.07,0.72,29.33,129.12
1.25,5.44,77.63,103.38
0.51,1.7,42.25,86.12
0.21,3.55,39.3,-13.96
0.35,2.36,30.83,52.5
1.68,4.6,45.63,85.31
-0.5,0.04,124.75,-65.65
-0.36,4.24,39.81,-67.32
0.91,1.26,21.76,113.32
-0.11,3.34,30.7,-14.3
1.17,1.5,-15.44,104.17
1.18,1.39,-13.5,109.27
1.51,3.3,10.59,31.1
-0.25,2.55,46.68,19.74
0.49,4.44,87.75,-13.23
0.74,2.4,8.51,58.08
0.38,2.52,26.46,45.06
1.54,3.52,21.38,34.25
0.33,4.2,71.38,-26.22
0.91,3.44,33.28,16.47
0.17,0.7,120.23,56.59
0.41,3.83,53.85,-14.7
-0.65,4.36,22.11,-81.65
-0.07,0.65,131.79,24.13
-0.59,2.15,72.05,7.15
1.16,0.25,43.15,133.14
1.7,0.96,-59.82,110.76
-0.31,4.24,43.13,-65.24
0.32,2.02,43.38,66.57
0.09,6.18,140.65,7.0
-0.71,6.16,102.21,-96.76
-0.73,3.39,15.34,-31.88
1.69,0.88,-56.48,115.14
1.71,3.88,30.37,50.02
0.73,2.03,13.04,77.83
0.24,4.88,105.34,-30.05
0.1,5.83,137.18,-10.44
1.65,1.38,-61.46,91.86
0.67,1.9,21.15,83.16
0.34,6.0,135.99,31.8
0.19,5.85,137.83,3.0
1.5,5.2,56.37,108.05
1.0,3.67,44.14,17.42
-0.32,4.15,39.16,-61.99
1.18,5.63,80.3,107.17
0.62,1.56,38.52,95.07
-0.32,0.47,136.02,-18.83
1.43,5.58,53.17,121.7
0.74,0.91,59.16,112.82
-0.62,4.82,43.03,-97.91
1.63,0.07,-12.17,140.39
-0.77,3.94,6.76,-61.43
0.15,4.23,67.09,-39.14
0.06,0.95,115.1,51.73
0.33,2.95,26.89,20.28
0.42,0.74,100.49,85.49
0.08,0.53,130.81,38.38
1.68,3.55,17.84,37.69
1.06,6.01,80.88,113.97
1.74,0.17,-32.78,136.64
1.07,0.3,52.26,129.33
0.43,0.54,109.26,81.22
1.5,5.34,52.78,114.85
1.5,0.82,-31.37,126.06
0.43,3.6,43.49,-6.83
0.36,4.13,68.36,-23.35
-0.22,3.82,34.61,-43.11
1.26,4.49,73.67,53.92
0.26,6.1,137.95,26.33
0.79,4.69,98.72,21.51
-0.39,2.66,44.14,9.4
1.09,1.55,-8.45,102.7
0.79,5.26,114.04,48.38
0.37,1.43,67.68,84.66
0.96,0.33,64.56,123.3
1.34,2.33,-27.83,55.99
0.66,3.99,64.51,-2.16
0.2,2.29,40.55,50.44
-0.7,5.99,95.81,-101.48
0.35,5.54,131.59,8.42
-0.69,3.3,18.92,-26.86
0.74,4.12,71.6,3.59
-0.25,3.54,28.93,-29.41
0.16,3.03,29.97,11.04
1.49,2.34,-35.53,50.78
1.27,5.4,76.42,102.89
0.76,3.77,52.36,5.16
1.12,3.92,55.17,25.33
0.61,2.22,18.14,66.13
1.6,4.79,52.18,91.83
1.74,0.47,-47.29,128.91
-0.02,5.05,103.16,-53.97
1.28,5.24,78.12,95.29
0.26,4.47,84.08,-32.88
1.15,2.11,-19.48,72.0
-0.51,5.93,110.81,-83.78
1.62,5.01,47.5,104.59
1.54,1.71,-52.03,80.01
0.92,0.82,42.84,122.64
-0.63,4.12,17.79,-69.44
-0.4,3.52,24.22,-32.3
-0.52,1.01,123.16,-16.85
1.71,5.93,-0.25,138.91
0.51,1.86,35.63,80.33
1.25,5.73,69.3,116.91
0.57,0.28,108.7,87.73
1.67,5.84,10.03,137.36
-0.37,0.15,133.85,-43.1
0.93,4.79,97.92,39.58
0.45,2.56,22.91,44.62
-0.34,5.64,111.57,-74.45
-0.51,0.38,129.59,-49.11
1.03,4.61,88.28,40.74
1.5,4.66,60.67,79.03
0.59,2.17,20.42,68.33
1.12,5.07,92.23,72.29
1.29,1.49,-27.61,102.09
1.48,3.95,43.97,44.21
-0.61,4.55,32.11,-88.66
1.24,4.64,78.52,59.76
0.1,1.47,85.61,63.59
0.24,4.26,71.94,-33.32
0.94,0.66,49.12,124.43
1.65,1.64,-61.2,77.6
1.07,2.08,-13.71,74.98
1.57,0.83,-40.49,123.15
0.31,2.04,43.25,65.37
0.33,2.92,26.68,21.92
0.02,4.65,83.65,-53.23
-0.43,0.06,129.45,-55.74
-0.37,4.49,49.47,-76.73
0.37,2.31,30.94,55.59
1.34,4.81,74.19,76.42
1.09,5.59,90.5,97.51
1.14,6.12,66.69,123.72
0.73,0.33,90.97,105.33
1.35,3.57,30.17,30.09
1.16,1.85,-20.18,86.06
1.45,5.12,63.12,100.93
1.38,5.2,68.9,100.53
1.34,4.02,52.85,39.86
-0.52,1.33,112.55,-2.9
0.78,0.28,88.03,108.46
1.0,5.33,101.41,74.94
-0.1,3.13,30.91,-2.46
1.63,0.4,-29.47,135.15
0.11,0.05,139.78,18.2
1.36,2.14,-33.51,64.8
-0.73,3.18,21.72,-22.27
1.23,3.39,23.67,26.29
0.89,4.34,81.34,19.03
-0.69,1.12,116.32,-31.81
-0.62,4.14,18.88,-70.29
1.02,0.84,29.32,126.0
0.52,0.23,114.88,80.22
1.58,5.05,50.93,104.69
0.66,5.24,118.95,32.16
0.4,1.63,54.83,82.79
1.08,4.25,72.38,31.01
-0.53,1.76,92.58,8.36
-0.41,1.96,80.02,20.71
0.83,5.93,106.9,88.7
-0.62,1.38,109.86,-12.08
-0.04,4.1,52.54,-47.14
0.37,6.17,133.38,45.07
0.83,3.73,49.69,9.1
-0.61,2.66,45.13,-0.46
1.21,0.77,8.48,130.92
0.35,5.91,135.77,28.21
0.25,4.66,94.12,-32.65
0.88,0.76,50.99,121.15
-0.1,3.85,40.44,-40.02
0.12,4.19,63.84,-40.31
0.46,6.24,127.35,60.45
0.68,1.79,23.82,88.3
0.15,4.19,65.02,-38.38
1.37,5.52,62.33,115.64
-0.08,4.42,65.71,-58.1
0.84,0.39,75.78,115.88
0.08,0.34,135.94,29.3
0.5,5.17,120.45,9.58
1.12,5.67,85.55,104.11
0.61,6.26,116.29,79.72
0.37,4.52,89.9,-23.04
0.82,4.8,102.01,29.02
-0.45,5.79,109.74,-81.93
0.66,4.41,87.19,1.21
1.44,1.93,-42.36,72.81
0.76,1.83,15.49,88.07
0.96,0.87,35.23,123.61
-0.46,1.76,91.77,14.82
1.66,3.89,33.21,48.85
-0.59,5.43,78.46,-102.4
-0.24,2.6,44.5,18.3
0.06,5.2,114.48,-41.8
0.78,4.5,90.71,14.11
-0.12,3.56,32.81,-26.47
1.06,0.78,27.41,128.04
0.01,0.9,119.75,44.28
-0.54,1.88,86.34,9.33
-0.76,1.93,83.79,-8.61
1.37,1.59,-36.94,94.2
0.15,5.94,139.01,2.29
0.26,0.01,136.12,36.78
0.4,1.69,51.92,81.24
-0.2,4.12,45.12,-55.7
0.06,2.04,58.08,52.63
-0.57,4.88,50.86,-97.02
-0.31,1.95,78.1,28.63
0.68,0.81,71.31,108.9
1.12,1.5,-10.22,104.81
1.22,3.32,20.12,26.58
1.13,4.39,76.44,39.76
1.6,1.42,-57.11,92.63
-0.22,5.02,88.74,-73.56
1.34,5.81,55.27,125.64
0.5,2.87,21.9,28.78
-0.51,3.53,20.46,-35.31
-0.41,4.12,32.52,-63.89
-0.63,4.37,24.05,-81.65
1.64,4.01,38.39,53.25
1.04,3.9,55.95,20.59
-0.39,3.69,25.23,-41.37
0.46,6.08,130.26,52.15
-0.58,4.37,28.1,-80.35
0.35,0.19,127.96,57.77
-0.63,2.39,59.15,3.35
0.67,4.37,85.11,1.33
1.17,1.25,-7.74,115.52
0.91,2.12,-1.88,74.02
-0.26,1.75,87.55,32.71
1.21,1.65,-22.47,95.75
1.47,4.76,63.58,82.64
1.72,1.87,-62.35,61.2
0.71,0.21,98.54,99.82
-0.21,4.61,67.21,-70.27
-0.78,5.55,64.31,-115.39
1.32,3.32,17.37,28.45
0.34,5.63,133.4,11.73
-0.23,5.31,103.5,-70.93
1.51,1.57,-49.67,89.23
1.35,5.37,68.67,107.18
-0.01,3.52,34.69,-20.67
0.4,2.74,24.21,33.58
-0.04,0.49,135.46,20.48
-0.63,4.42,25.65,-83.88
-0.13,1.9,74.39,42.76
-0.16,3.16,30.45,-5.94
0.03,4.06,53.9,-42.11
0.2,3.6,40.78,-16.57
-0.24,3.04,31.71,-2.02
-0.54,0.33,127.55,-55.68
1.61,4.15,44.27,58.45
0.87,2.71,5.66,42.38
1.74,4.8,38.71,98.74
0.05,3.7,40.76,-27.14
1.4,3.79,39.9,35.9
0.8,0.58,70.35,115.69
0.16,2.04,52.53,58.17
0.32,1.48,69.14,80.61
-0.77,4.1,7.71,-70.17
0.45,1.66,49.2,84.6
1.15,0.1,52.47,130.69
-0.7,0.53,119.98,-64.71
1.28,0.89,-6.36,127.81
-0.57,2.6,48.03,2.89
-0.22,4.77,75.03,-73.04
1.43,4.65,65.94,74.05
-0.53,0.58,129.13,-40.73
0.29,2.49,30.97,44.05
0.18,0.43,129.69,46.9
-0.71,4.83,34.51,-101.69
0.28,1.26,84.34,78.74
-0.63,0.25,120.57,-71.07
-0.26,3.01,32.27,-1.12
-0.29,0.94,126.19,8.69
-0.75,4.34,13.36,-82.47
1.25,1.19,-14.89,117.11
-0.14,0.77,129.6,20.4
1.0,0.74,37.2,126.58
0.87,3.97,62.45,11.18
0.44,2.11,32.16,67.3
0.34,6.09,135.49,36.73
-0.16,1.14,115.54,31.98
0.33,2.61,27.47,38.88
-0.64,6.16,108.73,-89.38
1.61,4.21,45.83,61.36
1.54,5.32,48.75,115.95
1.34,5.91,50.91,128.99
0.97,4.15,70.42,20.45
0.62,2.65,15.45,42.93
-0.11,5.69,127.43,-45.01
1.51,2.51,-29.89,43.51
0.67,5.81,121.35,64.16
-0.64,5.73,89.26,-102.48
-0.56,0.14,123.08,-68.11
0.36,5.18,120.98,-6.92
-0.55,3.05,29.25,-12.04
1.34,4.3,63.68,50.73
-0.71,0.56,119.6,-64.28
0.5,1.54,50.6,90.29
-0.3,0.65,133.82,-6.56
-0.44,0.96,125.54,-9.3
-0.43,2.76,40.31,4.05
-0.07,0.08,140.79,-5.47
0.38,1.82,47.5,76.37
1.34,5.53,65.47,114.17
1.43,0.95,-27.74,123.1
0.9,5.52,107.94,74.87
-0.76,2.42,57.44,-4.47
1.04,4.47,82.9,35.75
1.69,4.19,40.36,63.81
